Source	Symbol	0
Adipose_Adipocytes	Adipoq	2
Adipose_Adipocytes	Adrb3	1
Adipose_Adipocytes	Atp5e	1
Adipose_Adipocytes	Car3	2
Adipose_Adipocytes	Cd36	1
Adipose_Adipocytes	Cebpa	1
Adipose_Adipocytes	Cish	1
Adipose_Adipocytes	Cyp2e1	1
Adipose_Adipocytes	Dcn	1
Adipose_Adipocytes	Fabp4	1
Adipose_Adipocytes	Fabp5	1
Adipose_Adipocytes	GAD1	1
Adipose_Adipocytes	GAD2	1
Adipose_Adipocytes	Hsd11b1	1
Adipose_Adipocytes	Kng2	1
Adipose_Adipocytes	Lpl	1
Adipose_Adipocytes	PVALB	1
Adipose_Adipocytes	Pde3a	1
Adipose_Adipocytes	Plcb1	1
Adipose_Adipocytes	Plin	1
Adipose_Adipocytes	Plin1	2
Adipose_Adipocytes	Pparg	2
Adipose_Adipocytes	Ppargc1a	1
Adipose_Adipocytes	Retn	1
Adipose_Adipocytes	Ryr1	1
Adipose_Adipocytes	SST	1
Adipose_Adipocytes	SV2C	1
Adipose_Adipocytes	Ucp1	1
Adipose_Adipocytes	VIP	1
Adipose_Adipocytes	dipoq	1
Adipose_B cells	Bank1	1
Adipose_B cells	Cd79a	1
Adipose_B cells	Fcer2a	1
Adipose_B cells	Ighd	1
Adipose_B cells	Ms4a1	1
Adipose_Brown adipocytes	CD31	1
Adipose_Brown adipocytes	Pgc1alpha	1
Adipose_Brown adipocytes	Pparg	1
Adipose_Brown adipocytes	Ucp1	1
Adipose_Brown adipocytes	Vecad	1
Adipose_Dendritic cells	Ccr7	1
Adipose_Dendritic cells	Flt3	1
Adipose_Dendritic cells	Xcr1	1
Adipose_Dio	Col4a4	1
Adipose_Dio	Inhba	1
Adipose_Dio	Pdgfra	1
Adipose_Dio	Tcf21	1
Adipose_Dio	Tnnt1	1
Adipose_Dio	Wnt6	1
Adipose_Endothelial cells	CD31	1
Adipose_Endothelial cells	CD34	1
Adipose_Endothelial cells	Cdh5	2
Adipose_Endothelial cells	Cldn5	1
Adipose_Endothelial cells	Egfl7	1
Adipose_Endothelial cells	Kdr	1
Adipose_Endothelial cells	Mmrn1	1
Adipose_Endothelial cells	Pecam1	1
Adipose_Endothelial cells	Sca1	1
Adipose_Immune cells	Ptprc	1
Adipose_Lymphocyte cells	Cd3e	1
Adipose_Lymphocyte cells	Nrc1	1
Adipose_Macrophages	Adgre1	1
Adipose_Macrophages	CD11b	1
Adipose_Macrophages	CD45	1
Adipose_Macrophages	CX3CR1	1
Adipose_Macrophages	Ccl6	1
Adipose_Macrophages	Cd14	1
Adipose_Macrophages	Cd209a	1
Adipose_Macrophages	Cd81	1
Adipose_Macrophages	F4	1
Adipose_Macrophages	F80	1
Adipose_Macrophages	Fcer1g	1
Adipose_Macrophages	Fcna	1
Adipose_Macrophages	Fcrls	1
Adipose_Macrophages	Folr2	1
Adipose_Macrophages	Gpx5	1
Adipose_Macrophages	Lcn8	1
Adipose_Macrophages	Lipa	1
Adipose_Macrophages	Mxd1	1
Adipose_Macrophages	Pld3	1
Adipose_Macrophages	Retnla	1
Adipose_Macrophages	Tyrobp	1
Adipose_Mesothelial cells	Adipoq	1
Adipose_Mesothelial cells	Adrb3	1
Adipose_Mesothelial cells	Car3	1
Adipose_Mesothelial cells	Cd36	1
Adipose_Mesothelial cells	Cebpa	1
Adipose_Mesothelial cells	Fabp5	1
Adipose_Mesothelial cells	Krt14	1
Adipose_Mesothelial cells	Krt8	1
Adipose_Mesothelial cells	Msln	1
Adipose_Mesothelial cells	Plin1	1
Adipose_Mesothelial cells	Pparg	1
Adipose_Mesothelial cells	Retn	1
Adipose_Mesothelial cells	Upk3b	1
Adipose_Monocytes	Hp	1
Adipose_Monocytes	Ly6c2	1
Adipose_Muscle cells	ACTA2	1
Adipose_Muscle cells	Acta2	1
Adipose_Muscle cells	Cnn1	1
Adipose_Muscle cells	Lmod1	1
Adipose_Muscle cells	Myh11	2
Adipose_Muscle cells	Myl9	1
Adipose_Muscle cells	Notch3	1
